	Word	PoS	FrSp		LL	FrWr
	influence	Verb	10	-	127.1	27
	desperate	Adj	19	-	21.7	27
	completion	NoC	6	-	217.5	27
	roots	NoC	9	-	147.7	27
	mean	Adj	13	-	84.9	27
	aims	NoC	7	-	191.2	27
	shift	NoC	16	-	50.9	27
	Gordon	NoP	18	-	34.3	27
	engineers	NoC	13	-	85.8	27
	draft	NoC	16	-	49.9	27
	backed	Verb	8	-	179.2	27
	native	Adj	2	-	384.6	27
	experience	Verb	11	-	120.7	27
	Ulster	NoP	2	-	364.7	27
	leather	NoC	16	-	52.4	27
	taxation	NoC	10	-	131.2	27
	ban	NoC	5	-	273.1	27
	etc.	Adv	4	-	286.9	27
	raising	Verb	10	-	128.7	27
	Germans	NoC	10	-	137.4	27
	deaths	NoC	7	-	206.6	27
	Laura	NoP	16	-	48.6	27
	imperial	Adj	3	-	327.4	27
	colleges	NoC	9	-	142.7	27
	curve	NoC	10	-	133.1	27
	wheel	NoC	18	-	30.7	27
	climbed	Verb	4	-	281.2	27
	accounting	NoC	10	-	129.3	27
	possibilities	NoC	8	-	176.3	27
	surrounded	Verb	5	-	257.3	27
	explains	Verb	8	-	176.0	27
	vulnerable	Adj	8	-	178.0	27
	Roger	NoP	19	-	24.9	27
	Nicholas	NoP	6	-	232.4	27
	beliefs	NoC	3	-	317.2	26
	adopt	Verb	10	-	122.9	26
	concerns	NoC	16	-	50.5	26
	integration	NoC	6	-	223.1	26
	hopes	NoC	7	-	196.5	26
	anybody	Pron	249	+	5359.7	26
	attempting	Verb	6	-	234.3	26
	sophisticated	Adj	9	-	140.7	26
	promise	NoC	7	-	183.8	26
	guard	NoC	11	-	117.1	26
	shrugged	Verb	0	-	469.6	26
	Alice	NoP	9	-	138.5	26
	judgement	NoC	14	-	71.8	26
	boots	NoC	21	-	13.3	26
	medium	NoC	8	-	171.6	26
	advised	Verb	11	-	116.6	26
	cathedral	NoC	6	-	224.4	26
	revolutionary	Adj	7	-	186.9	26
	retained	Verb	5	-	256.8	26
	Matthew	NoP	23	-	4.7	26
	dreams	NoC	13	-	80.8	26
	notably	Adv	1	-	402.1	26
	300	Num	0	-	466.2	26
	evolution	NoC	12	-	87.0	26
	purely	Adv	21	-	11.6	26
	amounts	NoC	11	-	102.9	26
	convinced	Adj	12	-	93.8	26
	illegal	Adj	10	-	130.0	26
	Australian	Adj	8	-	177.7	26
	nurses	NoC	17	-	35.6	26
	informal	Adj	6	-	221.2	26
	sending	Verb	27	+	0.0	26
	raw	Adj	11	-	105.5	26
	500	Num	1	-	449.4	26
	bitter	Adj	8	-	159.3	26
	appreciate	Verb	30	+	4.1	26
	90	Num	0	-	479.9	26
	texts	NoC	1	-	416.0	26
	voices	NoC	8	-	176.5	26
	hers	Pron	18	-	25.5	26
	La	NoP-	2	-	392.5	26
	calculated	Verb	6	-	216.9	26
	publicity	NoC	20	-	15.6	26
	drawing	NoC	14	-	58.2	26
	ruled	Verb	5	-	243.1	26
	journal	NoC	3	-	325.5	26
	lawyers	NoC	6	-	227.6	26
	frequent	Adj	3	-	338.0	26
	honest	Adj	61	+	300.6	26
	undoubtedly	Adv	8	-	173.1	26
	conclusions	NoC	8	-	159.6	26
	quoted	Verb	10	-	120.4	26
	blind	Adj	27	+	0.2	26
	q.v.	Uncl	0	-	509.6	26
	recommendations	NoC	23	-	3.6	26
	experimental	Adj	3	-	303.0	26
	potentially	Adv	12	-	95.1	26
	once  more	Adv	4	-	273.4	26
	tongue	NoC	11	-	99.7	26
	reception	NoC	11	-	101.1	26
	machinery	NoC	12	-	93.5	26
	interviews	NoC	12	-	92.0	26
	checked	Verb	22	-	6.7	26
	wings	NoC	9	-	147.5	26
	collective	Adj	4	-	276.3	26
	equation	NoC	14	-	60.7	26
	settle	Verb	15	-	46.3	26
	account	Verb	7	-	187.3	26
	net	NoC	14	-	61.6	26
	versions	NoC	4	-	261.5	26
	transition	NoC	4	-	285.8	26
	lives	Verb	35	+	30.1	26
	improvements	NoC	11	-	95.2	26
	tied	Verb	22	-	5.7	26
	concentrated	Verb	5	-	229.0	26
	boxes	NoC	35	+	29.3	26
	poem	NoC	16	-	44.4	26
	even  when	Conj	13	-	72.6	26
	offences	NoC	5	-	231.5	26
	intense	Adj	4	-	266.6	26
	destruction	NoC	6	-	222.5	26
	lost	Adj	19	-	19.7	26
	grammar	NoC	12	-	91.4	26
	demonstrate	Verb	10	-	116.6	26
	investigate	Verb	6	-	197.4	26
	topic	NoC	15	-	53.6	26
	square	Adj	27	+	1.2	26
	changing	Adj	13	-	78.0	26
	level	Adj	20	-	11.3	26
	argues	Verb	3	-	305.3	26
	announcement	NoC	9	-	128.3	26
	flexible	Adj	10	-	113.9	26
	Gulf	NoP	13	-	77.7	26
	studying	Verb	11	-	93.1	26
	interaction	NoC	4	-	260.7	26
	pack	NoC	24	-	0.5	26
	painted	Verb	13	-	69.7	26
	buried	Verb	7	-	171.0	26
	vat	NoC	9	-	135.0	26
	exposure	NoC	3	-	329.0	25
	hotels	NoC	8	-	164.0	25
	outer	Adj	16	-	42.0	25
	discourse	NoC	1	-	437.1	25
	joy	NoC	12	-	86.6	25
	departure	NoC	3	-	320.0	25
	recording	NoC	18	-	25.3	25
	reminded	Verb	9	-	138.2	25
	travelling	Verb	15	-	47.2	25
	as long as	Conj	62	+	328.6	25
	mark	Verb	23	-	2.4	25
	rang	Verb	40	+	67.2	25
	persuade	Verb	13	-	63.9	25
	composition	NoC	5	-	221.4	25
	Douglas	NoP	12	-	82.9	25
	leaned	Verb	0	-	466.4	25
	quantity	NoC	10	-	120.5	25
	professionals	NoC	6	-	201.4	25
	tickets	NoC	33	+	21.0	25
	recall	Verb	26	+	0.4	25
	dirty	Adj	36	+	37.7	25
	indicates	Verb	6	-	212.2	25
	define	Verb	16	-	39.1	25
	ethnic	Adj	5	-	226.2	25
	personally	Adv	37	+	41.8	25
	jumped	Verb	15	-	50.1	25
	entitled	Verb	7	-	180.2	25
	tunnel	NoC	11	-	98.1	25
	rational	Adj	7	-	172.8	25
	Mrs.	NoC	4	-	281.3	25
	passion	NoC	5	-	246.9	25
	prominent	Adj	5	-	224.8	25
	ignore	Verb	20	-	10.4	25
	inadequate	Adj	5	-	221.7	25
	Lloyd	NoP	4	-	276.9	25
	barely	Adv	3	-	291.6	25
	exercise	Verb	12	-	86.8	25
	considerations	NoC	10	-	118.7	25
	deficit	NoC	8	-	143.4	25
	accordingly	Adv	5	-	218.5	25
	cake	NoC	52	+	199.1	25
	acute	Adj	3	-	291.1	25
	excluded	Verb	8	-	144.4	25
	babies	NoC	19	-	14.9	25
	PC/pc	NoC	1	-	437.4	25
	schedule	NoC	11	-	92.9	25
	flew	Verb	9	-	130.2	25
	governor	NoC	8	-	158.5	25
	welcomed	Verb	7	-	186.8	25
	catalogue	NoC	12	-	74.2	25
	opera	NoC	7	-	171.9	25
	Dublin	NoP	7	-	164.8	25
	spiritual	Adj	10	-	114.8	25
	compare	Verb	18	-	20.5	25
	split	Verb	28	+	3.9	25
	regard	Verb	15	-	42.2	25
	Diana	NoP	5	-	224.3	25
	bone	NoC	16	-	36.8	25
	acted	Verb	4	-	255.6	25
	guest	NoC	6	-	190.8	25
	suggesting	Verb	27	+	0.9	25
	photograph	NoC	22	-	3.8	25
	bars	NoC	14	-	54.5	25
	boundaries	NoC	17	-	28.6	25
	hero	NoC	7	-	184.5	25
	modest	Adj	7	-	176.9	25
	qualifications	NoC	9	-	123.7	25
	urged	Verb	3	-	322.6	25
	Anthony	NoP	13	-	60.3	25
	instruction	NoC	9	-	136.6	25
	lift	NoC	18	-	20.1	25
	consumers	NoC	6	-	193.6	25
	contributed	Verb	5	-	218.5	25
	Kate	NoP	12	-	72.0	25
	tends	Verb	21	-	4.9	25
	Earl	NoC	3	-	292.6	25
	historic	Adj	8	-	142.2	25
	admission	NoC	5	-	227.1	25
	pupil	NoC	10	-	115.1	25
	Jimmy	NoP	18	-	17.9	25
	definitely	Adv	92	+	928.6	25
	plates	NoC	13	-	70.2	25
	transaction	NoC	6	-	195.1	25
	meals	NoC	17	-	28.8	25
	carbon	NoC	24	-	0.6	25
	on top of	Prep	34	+	26.4	25
	Dutch	Adj	8	-	143.3	25
	province	NoC	2	-	342.4	25
	punishment	NoC	5	-	222.2	25
	bits	NoC	112	+	1406.9	25
	glance	NoC	4	-	271.5	25
	laughter	NoC	2	-	342.2	25
	mortality	NoC	5	-	227.9	25
	Y / y	Lett	70	+	488.6	25
	customs	NoC	4	-	242.9	25
	Norman	NoP	14	-	56.0	25
	logical	Adj	10	-	100.0	25
	45	Num	1	-	420.7	25
	drawings	NoC	10	-	99.9	25
	generous	Adj	11	-	92.1	25
	ruling	Adj	2	-	321.9	25
	listened	Verb	14	-	46.3	25
	Arab	Adj	2	-	340.0	25
	touch	Verb	35	+	35.8	25
	mutual	Adj	5	-	238.8	25
	feed	Verb	23	-	0.8	25
	lit	Verb	7	-	160.2	25
	plays	Verb	15	-	41.2	25
	logic	NoC	9	-	119.4	25
	heaven	NoC	22	-	3.0	25
	awards	NoC	8	-	153.0	25
	wholly	Adv	5	-	216.0	24
	smiling	Verb	4	-	250.3	24
	wondering	Verb	30	+	12.1	24
	reliable	Adj	5	-	210.0	24
	confined	Verb	4	-	246.8	24
	pulling	Verb	24	-	0.3	24
	stressed	Verb	5	-	227.3	24
	eleven	Num	154	+	2566.5	24
	resignation	NoC	1	-	378.9	24
	C.	NoP	0	-	479.4	24
	complex	NoC	7	-	162.8	24
	avoided	Verb	3	-	301.3	24
	asleep	Adj	27	+	2.3	24
	storm	NoC	7	-	174.6	24
	liable	Adj	6	-	203.2	24
	ceiling	NoC	14	-	46.6	24
	indication	NoC	16	-	32.2	24
	weekly	Adj	10	-	103.2	24
	representing	Verb	11	-	92.1	24
	entering	Verb	7	-	176.1	24
	racing	Verb	13	-	61.0	24
	Owen	NoP	4	-	257.9	24
	Atlantic	NoP	4	-	244.3	24
	guidelines	NoC	15	-	40.3	24
	humour	NoC	5	-	207.3	24
	latin	Adj	3	-	283.5	24
	habit	NoC	9	-	114.6	24
	mystery	NoC	7	-	161.2	24
	delay	NoC	11	-	91.3	24
	nearby	Adj	3	-	282.9	24
	bare	Adj	7	-	160.7	24
	silk	NoC	5	-	203.5	24
	explore	Verb	8	-	136.7	24
	Grant	NoP	11	-	83.6	24
	phenomenon	NoC	3	-	310.9	24
	cheese	NoC	41	+	83.7	24
	sole	Adj	5	-	217.6	24
	honour	NoC	5	-	223.5	24
	Essex	NoP	12	-	69.7	24
	representative	NoC	11	-	81.6	24
	increases	NoC	11	-	82.9	24
	cigarette	NoC	12	-	72.0	24
	G / g	Lett	182	+	3422.3	24
	J	NoP	0	-	473.9	24
	bath	NoC	44	+	117.4	24
	participants	NoC	4	-	251.5	24
	egg	NoC	33	+	27.9	24
	profile	NoC	9	-	119.7	24
	occupation	NoC	10	-	108.6	24
	identification	NoC	6	-	177.2	24
	poet	NoC	6	-	190.1	24
	harm	NoC	13	-	56.6	24
	valid	Adj	12	-	64.8	24
	bathroom	NoC	33	+	27.7	24
	angle	NoC	28	+	5.0	24
	deny	Verb	11	-	90.4	24
	red	NoC	11	-	87.4	24
	fate	NoC	4	-	239.8	24
	obligation	NoC	6	-	189.5	24
	waters	NoC	7	-	155.1	24
	divisions	NoC	6	-	176.3	24
	adds	Verb	6	-	186.5	24
	multiple	Adj	8	-	141.9	24
	sectors	NoC	15	-	40.7	24
	damages	NoC	5	-	223.2	24
	Egypt	NoP	6	-	191.3	24
	Rachel	NoP	8	-	145.6	24
	voted	Verb	14	-	46.2	24
	automatic	Adj	12	-	66.2	24
	lawyer	NoC	6	-	196.2	24
	depression	NoC	10	-	92.2	24
	silly	Adj	66	+	442.6	24
	Van/van	NoP	3	-	284.7	24
	responded	Verb	5	-	218.8	24
	travelled	Verb	7	-	149.0	24
	distinctive	Adj	2	-	318.3	24
	conservatives*	NoC	19	-	11.3	24
	curious	Adj	6	-	177.0	24
	prospects	NoC	8	-	146.7	24
	visitor	NoC	5	-	218.3	24
	bones	NoC	12	-	64.0	24
	underlying	Adj	5	-	200.6	24
	managing	Adj	8	-	146.3	24
	Jewish	Adj	8	-	141.8	24
	pipe	NoC	16	-	25.9	24
	electrical	Adj	15	-	36.1	24
	Oliver	NoP	13	-	54.5	24
	charter	NoC	8	-	139.5	24
	awful	Adj	92	+	970.6	24
	inches	NoC	18	-	13.3	24
	claiming	Verb	9	-	119.5	24
	identical	Adj	5	-	213.9	24
	devices	NoC	6	-	170.7	24
	sheets	NoC	25	+	0.3	24
	variables	NoC	4	-	248.6	24
	Colin	NoP	33	+	29.4	24
	hearing	Verb	16	-	28.2	24
	clear	Verb	26	+	2.2	24
	timber	NoC	14	-	42.5	24
	stores	NoC	14	-	39.7	24
	uncertainty	NoC	6	-	179.9	24
	coverage	NoC	9	-	107.8	24
	Terry	NoP	39	+	79.0	24
	California	NoP	6	-	190.2	24
	M / m	Lett	242	+	5455.1	24
	gaze	NoC	1	-	402.4	24
	substance	NoC	7	-	152.7	24
	matches	NoC	14	-	43.0	24
	sixth	Ord	40	+	87.9	24
	assault	NoC	5	-	224.2	24
	strain	NoC	7	-	148.1	24
	win	NoC	9	-	110.5	24
	tool	NoC	8	-	139.4	24
	laughing	Verb	28	+	8.4	24
	tight	Adj	21	-	3.0	24
	classroom	NoC	13	-	53.9	24
	Ford	NoP	7	-	163.6	24
	glasses	NoC	37	+	56.8	24
	Great	NoP-	6	-	191.6	24
	hide	Verb	14	-	41.6	24
	jury	NoC	17	-	19.3	24
	cotton	NoC	11	-	82.4	24
	emperor	NoC	1	-	368.7	24
	nowhere	Adv	24	+	0.2	24
	mixed	Verb	19	-	7.7	24
	facility	NoC	13	-	56.6	24
	L / l	Lett	93	+	1012.4	24
	gross	Adj	14	-	44.8	24
	pushing	Verb	23	-	0.2	24
	canal	NoC	4	-	238.2	24
	viewed	Verb	2	-	340.2	23
	libraries	NoC	5	-	212.6	23
	consultation	NoC	32	+	24.4	23
	secret	NoC	7	-	164.3	23
	posts	NoC	11	-	83.1	23
	wanting	Verb	31	+	19.3	23
	registration	NoC	13	-	54.7	23
	stability	NoC	5	-	221.2	23
	recovered	Verb	5	-	218.1	23
	finish	Verb	80	+	738.1	23
	sign	Verb	36	+	56.4	23
	presidential	Adj	3	-	261.3	23
	Louis	NoP	2	-	328.8	23
	pointing	Verb	10	-	97.7	23
	Wood	NoP	9	-	106.0	23
	farming	NoC	8	-	130.2	23
	Albert	NoP	13	-	50.7	23
	titles	NoC	5	-	204.8	23
	arrange	Verb	17	-	18.2	23
	restricted	Verb	5	-	210.5	23
	Young	NoP	3	-	263.9	23
	marginal	Adj	7	-	148.5	23
	publishing	NoC	6	-	184.8	23
	bowl	NoC	18	-	10.9	23
	assessed	Verb	7	-	152.5	23
	sighed	Verb	0	-	434.9	23
	submitted	Verb	10	-	99.8	23
	era	NoC	4	-	228.3	23
	sets	Verb	11	-	76.8	23
	arising	Verb	13	-	52.0	23
	transactions	NoC	5	-	215.0	23
	namely	Adv	8	-	136.5	23
	Maria	NoP	5	-	203.1	23
	observations	NoC	7	-	151.8	23
	trials	NoC	3	-	273.5	23
	satisfactory	Adj	9	-	104.1	23
	hanging	Verb	25	+	1.2	23
	depending  on	Prep	18	-	10.1	23
	official	NoC	5	-	193.9	23
	oral	Adj	5	-	217.2	23
	typically	Adv	5	-	191.0	23
	refuse	Verb	8	-	127.5	23
	interpreted	Verb	4	-	236.4	23
	chemicals	NoC	9	-	112.2	23
	disposal	NoC	6	-	172.0	23
	lists	NoC	10	-	95.0	23
	resource	NoC	15	-	29.1	23
	album	NoC	9	-	103.2	23
	reflects	Verb	8	-	133.0	23
	generations	NoC	6	-	179.4	23
	connections	NoC	4	-	249.5	23
	gastric	Adj	0	-	454.2	23
	engineer	NoC	16	-	24.6	23
	organic	Adj	4	-	222.2	23
	Kevin	NoP	25	+	1.6	23
	electoral	Adj	9	-	113.1	23
	carpet	NoC	30	+	16.8	23
	exact	Adj	13	-	46.2	23
	perception	NoC	11	-	73.3	23
	continued	Adj	5	-	215.3	23
	federation	NoC	10	-	90.9	23
	failing	Verb	7	-	156.2	23
	ideology	NoC	3	-	262.8	23
	conversion	NoC	6	-	160.8	23
	by  now	Adv	12	-	55.7	23
	lessons	NoC	23	-	0.0	23
	preference	NoC	11	-	80.0	23
	cm	NoC	0	-	452.4	23
	statistical	Adj	4	-	220.8	23
	collapse	NoC	3	-	262.1	23
	males	NoC	17	-	18.1	23
	keeps	Verb	49	+	196.0	23
	roughly	Adv	26	+	3.1	23
	directions	NoC	14	-	39.8	23
	blame	Verb	24	+	0.7	23
	preferred	Verb	4	-	233.1	23
	sorts	NoC	88	+	927.2	23
	Gary	NoP	34	+	44.0	23
	desirable	Adj	5	-	201.2	23
	unexpected	Adj	3	-	260.6	23
	dear	Int	157	+	2762.8	23
	exclusive	Adj	4	-	218.9	23
	sessions	NoC	9	-	110.8	23
	force	Verb	10	-	92.0	23
	Westminster	NoP	11	-	68.8	23
	errors	NoC	6	-	178.1	23
	1967	Num	0	-	401.6	23
	controversial	Adj	7	-	135.8	23
	focus	Verb	8	-	115.8	23
	Sheffield	NoP	9	-	103.2	23
	kingdom	NoC	11	-	74.0	23
	cross	Verb	21	-	1.8	23
	fabric	NoC	8	-	133.4	23
	priest	NoC	6	-	162.7	23
	maintaining	Verb	7	-	153.2	23
	flying	Verb	16	-	23.6	23
	succeed	Verb	9	-	111.8	23
	talent	NoC	5	-	211.6	23
	but	Prep	14	-	41.5	23
	horror	NoC	8	-	131.1	23
	gains	NoC	5	-	211.5	23
	bent	Verb	6	-	162.4	23
	capitalist	Adj	2	-	323.3	23
	sympathy	NoC	10	-	82.1	23
	demand	Verb	7	-	141.6	23
	prosecution	NoC	6	-	180.0	23
	petrol	NoC	31	+	25.0	23
	pop	NoC	12	-	55.8	23
	concentrations	NoC	2	-	290.6	23
	crash	NoC	7	-	134.8	23
	separated	Verb	5	-	198.9	23
	urgent	Adj	11	-	66.5	23
	enjoying	Verb	14	-	33.8	23
	improved	Adj	6	-	173.9	23
	Walker	NoP	2	-	294.2	23
	Poland	NoP	4	-	225.9	23
	effectiveness	NoC	3	-	250.0	23
	creatures	NoC	3	-	272.9	23
	audit	NoC	14	-	39.7	23
	clothing	NoC	10	-	83.8	23
	foods	NoC	5	-	191.8	23
	good	NoC	41	+	110.7	23
	lands	NoC	3	-	275.8	23
	trends	NoC	7	-	148.5	23
	marked	Adj	6	-	172.6	23
	enables	Verb	8	-	121.0	23
	Davies	NoP	2	-	301.3	23
	in  part	Adv	4	-	218.2	23
	removal	NoC	8	-	115.1	23
	tale	NoC	7	-	152.8	23
	cold	NoC	29	+	15.1	23
	falls	Verb	12	-	61.4	23
	resolved	Verb	8	-	126.6	23
	farmer	NoC	13	-	41.7	23
	lease	NoC	6	-	154.8	23
	paragraph	NoC	56	+	316.4	23
	flower	NoC	15	-	24.2	23
	expected	Adj	8	-	114.4	23
	scenes	NoC	5	-	193.0	23
	persuaded	Verb	6	-	154.2	23
	ring	Verb	88	+	934.0	23
	fed	Verb	13	-	40.4	23
	declined	Verb	3	-	278.1	23
	emerge	Verb	4	-	233.2	23
	guardian	NoC	5	-	184.4	23
	sciences	NoC	6	-	168.6	23
	banking	NoC	6	-	166.1	23
	innocent	Adj	8	-	127.6	23
	injured	Verb	8	-	117.7	23
	hate	Verb	65	+	467.2	23
	paint	NoC	20	-	3.8	23
	leave	NoC	14	-	35.6	23
	swept	Verb	4	-	235.9	23
	joining	Verb	16	-	18.0	23
	load	NoC	52	+	257.7	23
	pregnant	Adj	19	-	5.8	23
	resigned	Verb	3	-	261.0	23
	specified	Verb	3	-	246.1	23
	establishing	Verb	4	-	215.4	22
	conviction	NoC	3	-	242.2	22
	permitted	Verb	4	-	225.1	22
	wire	NoC	17	-	11.9	22
	sheer	Adj	6	-	157.2	22
	romantic	Adj	4	-	231.2	22
	funeral	NoC	13	-	43.3	22
	Dave	NoP	64	+	446.2	22
	humans	NoC	3	-	252.2	22
	formally	Adv	19	-	3.8	22
	favour	NoC	39	+	87.7	22
	gene	NoC	7	-	142.6	22
	everyday	Adj	11	-	65.4	22
	register	NoC	9	-	92.8	22
	keys	NoC	24	+	0.9	22
	exposed	Verb	3	-	251.2	22
	encouraging	Adj	11	-	66.4	22
	hidden	Verb	6	-	170.4	22
	male	NoC	16	-	19.4	22
	experienced	Adj	9	-	104.1	22
	reactions	NoC	6	-	170.2	22
	Lawrence	NoP	15	-	26.8	22
	sharing	Verb	13	-	45.2	22
	operated	Verb	8	-	120.6	22
	export	NoC	5	-	177.9	22
	withdrawal	NoC	4	-	215.7	22
	full-time	Adj	7	-	134.7	22
	practitioners	NoC	1	-	345.3	22
	knocked	Verb	33	+	41.5	22
	declaration	NoC	4	-	218.4	22
	running	NoC	15	-	24.2	22
	warmth	NoC	5	-	193.8	22
	correspondent	NoC	3	-	276.9	22
	1950s	Num	0	-	424.4	22
	lesson	NoC	27	+	9.8	22
	magnificent	Adj	3	-	241.7	22
	prayer	NoC	10	-	80.4	22
	daughters	NoC	8	-	108.1	22
	hang	Verb	106	+	1384.0	22
	fighting	NoC	7	-	129.4	22
	friendship	NoC	3	-	241.2	22
	asset	NoC	5	-	173.5	22
	letting	Verb	19	-	6.0	22
	proceed	Verb	13	-	38.3	22
	plans	Verb	3	-	243.8	22
	scientist	NoC	6	-	160.1	22
	established	Adj	4	-	226.3	22
	count	NoC	9	-	96.7	22
	thoroughly	Adv	12	-	55.7	22
	drinks	NoC	15	-	24.9	22
	magistrates	NoC	12	-	48.8	22
	female	NoC	13	-	42.5	22
	graphics	NoC	5	-	177.5	22
	formerly	Adv	1	-	353.5	22
	blocks	NoC	12	-	54.2	22
	O / o	Lett	245	+	5747.6	22
	clever	Adj	36	+	69.1	22
	Miller	NoP	4	-	224.9	22
	reluctant	Adj	6	-	163.7	22
	actor	NoC	6	-	163.7	22
	superb	Adj	11	-	71.2	22
	marine	Adj	2	-	299.2	22
	uncertain	Adj	3	-	249.2	22
	Stewart	NoP	8	-	105.7	22
	gesture	NoC	4	-	214.3	22
	closer	Adj	9	-	95.2	22
	addition	NoC	9	-	100.3	22
	converted	Verb	6	-	168.3	22
	Baker	NoP	2	-	276.6	22
	traditionally	Adv	10	-	77.8	22
	diplomatic	Adj	3	-	252.4	22
	composed	Verb	3	-	244.9	22
	institutional	Adj	2	-	284.9	22
	Jackson	NoP	5	-	181.0	22
	bands	NoC	7	-	128.3	22
	cloud	NoC	11	-	70.4	22
	beds	NoC	17	-	11.1	22
	naked	Adj	8	-	116.0	22
	stretched	Verb	6	-	162.2	22
	winners	NoC	7	-	143.0	22
	fortune	NoC	15	-	23.7	22
	32	Num	0	-	383.7	22
	chapters	NoC	2	-	302.4	22
	registered	Verb	7	-	127.8	22
	pairs	NoC	13	-	43.1	22
	1969	Num	0	-	383.4	22
	ease	NoC	3	-	258.8	22
	gender	NoC	2	-	279.2	22
	speakers	NoC	23	+	0.2	22
	Iran	NoP	3	-	258.4	22
	genes	NoC	11	-	67.1	22
	defend	Verb	10	-	72.5	22
	installed	Verb	4	-	222.0	22
	acquire	Verb	4	-	218.7	22
	tissue	NoC	9	-	93.7	22
	strict	Adj	10	-	70.9	22
	routes	NoC	15	-	23.3	22
	justified	Verb	7	-	133.3	22
	discrimination	NoC	4	-	208.7	22
	wildlife	NoC	3	-	238.9	22
	publications	NoC	3	-	246.0	22
	guess	Verb	45	+	174.3	22
	corridor	NoC	14	-	32.2	22
	bulk	NoC	9	-	99.8	22
	hardware	NoC	12	-	55.1	22
	print	NoC	15	-	20.3	22
	distributed	Verb	8	-	106.8	22
	Hugh	NoP	10	-	70.2	22
	mechanisms	NoC	5	-	175.6	22
	Billy	NoP	22	-	0.0	22
	references	NoC	9	-	95.9	22
	wherever	Adv	32	+	38.3	22
	drop	NoC	23	+	0.5	22
	record	Verb	32	+	35.7	22
	Clarke	NoP	9	-	87.6	22
	recover	Verb	7	-	127.6	22
	commented	Verb	4	-	223.4	22
	bearing	Verb	24	+	2.4	22
	contacts	NoC	13	-	41.7	22
	R.	NoP	0	-	427.0	22
	in  accordance  with	Prep	8	-	102.3	22
	Microsoft	NoP	5	-	182.9	22
	in response to	Prep	6	-	156.6	22
	no-one*	Pron	11	-	57.8	22
	rest	Verb	8	-	103.8	22
	deliver	Verb	21	-	0.0	22
	and/or	Conj	0	-	403.7	22
	reflection	NoC	7	-	126.9	22
	Christopher	NoP	32	+	41.8	22
	craft	NoC	7	-	120.5	22
	known	Adj	3	-	232.3	22
	anniversary	NoC	11	-	58.5	22
	sociology	NoC	3	-	262.4	22
	protected	Verb	7	-	134.8	22
	trousers	NoC	32	+	40.1	22
	destroy	Verb	8	-	108.5	22
	justify	Verb	11	-	59.6	22
	Swindon	NoP	12	-	46.9	22
	associations	NoC	10	-	75.5	22
	forests	NoC	2	-	283.0	22
	agenda	NoC	40	+	117.3	22
	format	NoC	13	-	34.1	22
	allowance	NoC	21	-	0.0	22
	dollar	NoC	8	-	104.3	22
	distinguish	Verb	5	-	164.8	22
	Lords	NoP	3	-	253.3	22
	Bernard	NoP	14	-	31.3	22
	doubts	NoC	5	-	164.6	22
	Clinton	NoP	5	-	189.1	22
	belt	NoC	18	-	5.1	22
	rows	NoC	7	-	135.8	22
	tourist	NoC	8	-	109.3	22
	digital	Adj	2	-	268.9	22
	superior	Adj	4	-	213.2	22
	muscles	NoC	11	-	62.3	22
	Kelly	NoP	19	-	3.7	22
	Wright	NoP	3	-	241.0	22
	estates	NoC	6	-	139.4	22
	equity	NoC	4	-	205.9	21
	convenient	Adj	10	-	76.8	21
	imports	NoC	2	-	267.4	21
	restoration	NoC	3	-	259.1	21
	murmured	Verb	0	-	421.6	21
	damaged	Verb	8	-	109.9	21
	styles	NoC	5	-	173.2	21
	eighteenth	Ord	11	-	58.8	21
	lightly	Adv	3	-	235.5	21
	mechanical	Adj	7	-	125.4	21
	belong	Verb	17	-	7.8	21
	artificial	Adj	8	-	100.3	21
	rivers	NoC	7	-	127.3	21
	resist	Verb	7	-	123.1	21
	finance	Verb	5	-	180.8	21
	S.	NoP	0	-	420.2	21
	situated	Verb	3	-	227.8	21
	retail	Adj	7	-	116.7	21
	like	Conj	61	+	432.5	21
	strictly	Adv	7	-	124.5	21
	implies	Verb	6	-	144.1	21
	regarding	Prep	12	-	44.5	21
	ocean	NoC	9	-	79.9	21
	expecting	Verb	22	+	0.2	21
	spectacular	Adj	3	-	233.8	21
	except  for	Prep	11	-	53.1	21
	navy	NoC	11	-	61.5	21
	voters	NoC	5	-	187.9	21
	functional	Adj	7	-	134.3	21
	biological	Adj	7	-	127.7	21
	securities	NoC	1	-	315.6	21
	heritage	NoC	6	-	143.2	21
	capitalism	NoC	4	-	215.5	21
	Marx	NoP	3	-	225.8	21
	Emily	NoP	7	-	127.4	21
	bonds	NoC	3	-	236.1	21
	rolled	Verb	7	-	125.1	21
	minimum	NoC	13	-	30.6	21
	de*	Fore	4	-	195.5	21
	policeman	NoC	22	+	0.3	21
	generate	Verb	8	-	108.8	21
	controversy	NoC	4	-	208.0	21
	disappointed	Adj	17	-	8.5	21
	passenger	NoC	8	-	96.0	21
	alarm	NoC	18	-	6.2	21
	venture	NoC	3	-	246.3	21
	killing	Verb	10	-	72.1	21
	suggestions	NoC	19	-	3.0	21
	required	Adj	8	-	95.6	21
	fiction	NoC	7	-	126.1	21
	Commander	NoC	6	-	155.7	21
	worth	NoC	23	+	1.4	21
	tracks	NoC	4	-	216.5	21
	mathematics	NoC	8	-	111.5	21
	increases	Verb	6	-	138.6	21
	Fred	NoP	23	+	1.1	21
	escaped	Verb	5	-	176.1	21
	intend	Verb	18	-	5.6	21
